state,year,nationality,type,sex,agegrp,nPrisoners
Chhattisgarh,2001,Indians,Convicts,Female,50+,32
Chhattisgarh,2001,Indians,Convicts,Male,16-18,29
Chhattisgarh,2001,Indians,Convicts,Male,18-30,2010
Chhattisgarh,2001,Indians,Convicts,Male,30-50,1973
Chhattisgarh,2001,Indians,Convicts,Male,50+,536
Chhattisgarh,2001,Indians,Under Trials,Female,16-18,0
Chhattisgarh,2001,Indians,Under Trials,Female,18-30,104
Chhattisgarh,2001,Indians,Under Trials,Female,30-50,80
Chhattisgarh,2001,Indians,Under Trials,Female,50+,20
Chhattisgarh,2001,Indians,Under Trials,Male,16-18,323
Chhattisgarh,2001,Indians,Under Trials,Male,18-30,2393
Chhattisgarh,2001,Indians,Under Trials,Male,30-50,1624
Chhattisgarh,2001,Indians,Under Trials,Male,50+,377
Chhattisgarh,2002,Foreigners,Convicts,Female,16-18,0
Chhattisgarh,2002,Foreigners,Convicts,Female,18-30,0
Chhattisgarh,2002,Foreigners,Convicts,Female,30-50,0
Chhattisgarh,2002,Foreigners,Convicts,Female,50+,0
Chhattisgarh,2002,Foreigners,Convicts,Male,16-18,0
Chhattisgarh,2002,Foreigners,Convicts,Male,18-30,0
Chhattisgarh,2002,Foreigners,Convicts,Male,30-50,0
Chhattisgarh,2002,Foreigners,Convicts,Male,50+,0
Chhattisgarh,2002,Foreigners,Under Trials,Female,16-18,0
Chhattisgarh,2002,Foreigners,Under Trials,Female,18-30,0
Chhattisgarh,2002,Foreigners,Under Trials,Female,30-50,0
Chhattisgarh,2002,Foreigners,Under Trials,Female,50+,0
Chhattisgarh,2002,Foreigners,Under Trials,Male,16-18,0
Chhattisgarh,2002,Foreigners,Under Trials,Male,18-30,0
Chhattisgarh,2002,Foreigners,Under Trials,Male,30-50,0
Chhattisgarh,2002,Foreigners,Under Trials,Male,50+,0
Chhattisgarh,2002,Indians,Convicts,Female,16-18,2
Chhattisgarh,2002,Indians,Convicts,Female,18-30,35
Chhattisgarh,2002,Indians,Convicts,Female,30-50,142
Chhattisgarh,2002,Indians,Convicts,Female,50+,23
Chhattisgarh,2002,Indians,Convicts,Male,16-18,85
Chhattisgarh,2002,Indians,Convicts,Male,18-30,2156
Chhattisgarh,2002,Indians,Convicts,Male,30-50,2221
Chhattisgarh,2002,Indians,Convicts,Male,50+,372
Chhattisgarh,2002,Indians,Under Trials,Female,16-18,0
Chhattisgarh,2002,Indians,Under Trials,Female,18-30,54
Chhattisgarh,2002,Indians,Under Trials,Female,30-50,139
Chhattisgarh,2002,Indians,Under Trials,Female,50+,32
Chhattisgarh,2002,Indians,Under Trials,Male,16-18,126
Chhattisgarh,2002,Indians,Under Trials,Male,18-30,2052
Chhattisgarh,2002,Indians,Under Trials,Male,30-50,2139
Chhattisgarh,2002,Indians,Under Trials,Male,50+,419
Chhattisgarh,2003,Foreigners,Convicts,Female,16-18,0
Chhattisgarh,2003,Foreigners,Convicts,Female,18-30,0
Chhattisgarh,2003,Foreigners,Convicts,Female,30-50,0
Chhattisgarh,2003,Foreigners,Convicts,Female,50+,0
Chhattisgarh,2003,Foreigners,Convicts,Male,16-18,0
Chhattisgarh,2003,Foreigners,Convicts,Male,18-30,0
Chhattisgarh,2003,Foreigners,Convicts,Male,30-50,0
Chhattisgarh,2003,Foreigners,Convicts,Male,50+,0
Chhattisgarh,2003,Foreigners,Under Trials,Female,16-18,0
Chhattisgarh,2003,Foreigners,Under Trials,Female,18-30,0
Chhattisgarh,2003,Foreigners,Under Trials,Female,30-50,0
Chhattisgarh,2003,Foreigners,Under Trials,Female,50+,0
Chhattisgarh,2003,Foreigners,Under Trials,Male,16-18,0
Chhattisgarh,2003,Foreigners,Under Trials,Male,18-30,0
Chhattisgarh,2003,Foreigners,Under Trials,Male,30-50,0
Chhattisgarh,2003,Foreigners,Under Trials,Male,50+,0
Chhattisgarh,2003,Indians,Convicts,Female,16-18,0
Chhattisgarh,2003,Indians,Convicts,Female,18-30,72
Chhattisgarh,2003,Indians,Convicts,Female,30-50,100
Chhattisgarh,2003,Indians,Convicts,Female,50+,27
Chhattisgarh,2003,Indians,Convicts,Male,16-18,27
Chhattisgarh,2003,Indians,Convicts,Male,18-30,1659
Chhattisgarh,2003,Indians,Convicts,Male,30-50,2447
Chhattisgarh,2003,Indians,Convicts,Male,50+,388
Chhattisgarh,2003,Indians,Under Trials,Female,16-18,0
Chhattisgarh,2003,Indians,Under Trials,Female,18-30,45
Chhattisgarh,2003,Indians,Under Trials,Female,30-50,91
Chhattisgarh,2003,Indians,Under Trials,Female,50+,24
Chhattisgarh,2003,Indians,Under Trials,Male,16-18,122
Chhattisgarh,2003,Indians,Under Trials,Male,18-30,1668
Chhattisgarh,2003,Indians,Under Trials,Male,30-50,1851
Chhattisgarh,2003,Indians,Under Trials,Male,50+,327
Chhattisgarh,2004,Foreigners,Convicts,Female,16-18,0
Chhattisgarh,2004,Foreigners,Convicts,Female,18-30,0
Chhattisgarh,2004,Foreigners,Convicts,Female,30-50,0
Chhattisgarh,2004,Foreigners,Convicts,Female,50+,0
Chhattisgarh,2004,Foreigners,Convicts,Male,16-18,0
Chhattisgarh,2004,Foreigners,Convicts,Male,18-30,0
Chhattisgarh,2004,Foreigners,Convicts,Male,30-50,0
Chhattisgarh,2004,Foreigners,Convicts,Male,50+,0
Chhattisgarh,2004,Foreigners,Under Trials,Female,16-18,0
Chhattisgarh,2004,Foreigners,Under Trials,Female,18-30,0
Chhattisgarh,2004,Foreigners,Under Trials,Female,30-50,0
Chhattisgarh,2004,Foreigners,Under Trials,Female,50+,0
Chhattisgarh,2004,Foreigners,Under Trials,Male,16-18,0
Chhattisgarh,2004,Foreigners,Under Trials,Male,18-30,0
Chhattisgarh,2004,Foreigners,Under Trials,Male,30-50,0
Chhattisgarh,2004,Foreigners,Under Trials,Male,50+,0
Chhattisgarh,2004,Indians,Convicts,Female,16-18,0
Chhattisgarh,2004,Indians,Convicts,Female,18-30,60
Chhattisgarh,2004,Indians,Convicts,Female,30-50,112
Chhattisgarh,2004,Indians,Convicts,Female,50+,33
Chhattisgarh,2004,Indians,Convicts,Male,16-18,0
Chhattisgarh,2004,Indians,Convicts,Male,18-30,1387
Chhattisgarh,2004,Indians,Convicts,Male,30-50,2437
Chhattisgarh,2004,Indians,Convicts,Male,50+,496
Chhattisgarh,2004,Indians,Under Trials,Female,16-18,0
Chhattisgarh,2004,Indians,Under Trials,Female,18-30,63
Chhattisgarh,2004,Indians,Under Trials,Female,30-50,110
Chhattisgarh,2004,Indians,Under Trials,Female,50+,21
Chhattisgarh,2004,Indians,Under Trials,Male,16-18,6
Chhattisgarh,2004,Indians,Under Trials,Male,18-30,2239
Chhattisgarh,2004,Indians,Under Trials,Male,30-50,1695
Chhattisgarh,2004,Indians,Under Trials,Male,50+,203
Chhattisgarh,2005,Foreigners,Convicts,Female,16-18,0
Chhattisgarh,2005,Foreigners,Convicts,Female,18-30,0
Chhattisgarh,2005,Foreigners,Convicts,Female,30-50,0
Chhattisgarh,2005,Foreigners,Convicts,Female,50+,0
Chhattisgarh,2005,Foreigners,Convicts,Male,16-18,0
Chhattisgarh,2005,Foreigners,Convicts,Male,18-30,0
Chhattisgarh,2005,Foreigners,Convicts,Male,30-50,0
Chhattisgarh,2005,Foreigners,Convicts,Male,50+,0
Chhattisgarh,2005,Foreigners,Under Trials,Female,16-18,0
Chhattisgarh,2005,Foreigners,Under Trials,Female,18-30,0
Chhattisgarh,2005,Foreigners,Under Trials,Female,30-50,0
Chhattisgarh,2005,Foreigners,Under Trials,Female,50+,0
Chhattisgarh,2005,Foreigners,Under Trials,Male,16-18,0
Chhattisgarh,2005,Foreigners,Under Trials,Male,18-30,0
Chhattisgarh,2005,Foreigners,Under Trials,Male,30-50,0
Chhattisgarh,2005,Foreigners,Under Trials,Male,50+,0
Chhattisgarh,2005,Indians,Convicts,Female,16-18,0
Chhattisgarh,2005,Indians,Convicts,Female,18-30,47
Chhattisgarh,2005,Indians,Convicts,Female,30-50,110
Chhattisgarh,2005,Indians,Convicts,Female,50+,34
Chhattisgarh,2005,Indians,Convicts,Male,16-18,0
Chhattisgarh,2005,Indians,Convicts,Male,18-30,1389
Chhattisgarh,2005,Indians,Convicts,Male,30-50,2285
Chhattisgarh,2005,Indians,Convicts,Male,50+,434
Chhattisgarh,2005,Indians,Under Trials,Female,16-18,0
Chhattisgarh,2005,Indians,Under Trials,Female,18-30,74
Chhattisgarh,2005,Indians,Under Trials,Female,30-50,123
Chhattisgarh,2005,Indians,Under Trials,Female,50+,35
Chhattisgarh,2005,Indians,Under Trials,Male,16-18,1
Chhattisgarh,2005,Indians,Under Trials,Male,18-30,2832
Chhattisgarh,2005,Indians,Under Trials,Male,30-50,2065
Chhattisgarh,2005,Indians,Under Trials,Male,50+,379
Chhattisgarh,2006,Foreigners,Convicts,Female,16-18,0
Chhattisgarh,2006,Foreigners,Convicts,Female,18-30,0
Chhattisgarh,2006,Foreigners,Convicts,Female,30-50,0
Chhattisgarh,2006,Foreigners,Convicts,Female,50+,0
Chhattisgarh,2006,Foreigners,Convicts,Male,16-18,0
Chhattisgarh,2006,Foreigners,Convicts,Male,18-30,0
Chhattisgarh,2006,Foreigners,Convicts,Male,30-50,0
Chhattisgarh,2006,Foreigners,Convicts,Male,50+,0
Chhattisgarh,2006,Foreigners,Under Trials,Female,16-18,0
Chhattisgarh,2006,Foreigners,Under Trials,Female,18-30,0
Chhattisgarh,2006,Foreigners,Under Trials,Female,30-50,0
Chhattisgarh,2006,Foreigners,Under Trials,Female,50+,0
Chhattisgarh,2006,Foreigners,Under Trials,Male,16-18,0
Chhattisgarh,2006,Foreigners,Under Trials,Male,18-30,0
Chhattisgarh,2006,Foreigners,Under Trials,Male,30-50,0
Chhattisgarh,2006,Foreigners,Under Trials,Male,50+,0
Chhattisgarh,2006,Indians,Convicts,Female,16-18,0
Chhattisgarh,2006,Indians,Convicts,Female,18-30,47
Chhattisgarh,2006,Indians,Convicts,Female,30-50,106
Chhattisgarh,2006,Indians,Convicts,Female,50+,34
Chhattisgarh,2006,Indians,Convicts,Male,16-18,0
Chhattisgarh,2006,Indians,Convicts,Male,18-30,1301
Chhattisgarh,2006,Indians,Convicts,Male,30-50,2412
Chhattisgarh,2006,Indians,Convicts,Male,50+,374
Chhattisgarh,2006,Indians,Under Trials,Female,16-18,0
Chhattisgarh,2006,Indians,Under Trials,Female,18-30,147
Chhattisgarh,2006,Indians,Under Trials,Female,30-50,116
Chhattisgarh,2006,Indians,Under Trials,Female,50+,21
Chhattisgarh,2006,Indians,Under Trials,Male,16-18,0
Chhattisgarh,2006,Indians,Under Trials,Male,18-30,3316
Chhattisgarh,2006,Indians,Under Trials,Male,30-50,2129
Chhattisgarh,2006,Indians,Under Trials,Male,50+,344
Chhattisgarh,2007,Foreigners,Convicts,Female,16-18,0
Chhattisgarh,2007,Foreigners,Convicts,Female,18-30,0
Chhattisgarh,2007,Foreigners,Convicts,Female,30-50,0
Chhattisgarh,2007,Foreigners,Convicts,Female,50+,0
Chhattisgarh,2007,Foreigners,Convicts,Male,16-18,0
Chhattisgarh,2007,Foreigners,Convicts,Male,18-30,0
Chhattisgarh,2007,Foreigners,Convicts,Male,30-50,0
Chhattisgarh,2007,Foreigners,Convicts,Male,50+,0
Chhattisgarh,2007,Foreigners,Under Trials,Female,16-18,0
Chhattisgarh,2007,Foreigners,Under Trials,Female,18-30,0
Chhattisgarh,2007,Foreigners,Under Trials,Female,30-50,0
Chhattisgarh,2007,Foreigners,Under Trials,Female,50+,0
Chhattisgarh,2007,Foreigners,Under Trials,Male,16-18,0
Chhattisgarh,2007,Foreigners,Under Trials,Male,18-30,0
Chhattisgarh,2007,Foreigners,Under Trials,Male,30-50,0
Chhattisgarh,2007,Foreigners,Under Trials,Male,50+,0
Chhattisgarh,2007,Indians,Convicts,Female,16-18,0
Chhattisgarh,2007,Indians,Convicts,Female,18-30,66
Chhattisgarh,2007,Indians,Convicts,Female,30-50,104
Chhattisgarh,2007,Indians,Convicts,Female,50+,38
Chhattisgarh,2007,Indians,Convicts,Male,16-18,0
Chhattisgarh,2007,Indians,Convicts,Male,18-30,1545
Chhattisgarh,2007,Indians,Convicts,Male,30-50,2454
Chhattisgarh,2007,Indians,Convicts,Male,50+,318
Chhattisgarh,2007,Indians,Under Trials,Female,16-18,0
Chhattisgarh,2007,Indians,Under Trials,Female,18-30,111
Chhattisgarh,2007,Indians,Under Trials,Female,30-50,111
Chhattisgarh,2007,Indians,Under Trials,Female,50+,31
Chhattisgarh,2007,Indians,Under Trials,Male,16-18,0
Chhattisgarh,2007,Indians,Under Trials,Male,18-30,3100
Chhattisgarh,2007,Indians,Under Trials,Male,30-50,2208
Chhattisgarh,2007,Indians,Under Trials,Male,50+,338
Chhattisgarh,2008,Foreigners,Convicts,Female,16-18,0
Chhattisgarh,2008,Foreigners,Convicts,Female,18-30,0
Chhattisgarh,2008,Foreigners,Convicts,Female,30-50,0
Chhattisgarh,2008,Foreigners,Convicts,Female,50+,0
Chhattisgarh,2008,Foreigners,Convicts,Male,16-18,0
Chhattisgarh,2008,Foreigners,Convicts,Male,18-30,0
Chhattisgarh,2008,Foreigners,Convicts,Male,30-50,0
Chhattisgarh,2008,Foreigners,Convicts,Male,50+,0
Chhattisgarh,2008,Foreigners,Under Trials,Female,16-18,0
Chhattisgarh,2008,Foreigners,Under Trials,Female,18-30,0
Chhattisgarh,2008,Foreigners,Under Trials,Female,30-50,0
Chhattisgarh,2008,Foreigners,Under Trials,Female,50+,0
Chhattisgarh,2008,Foreigners,Under Trials,Male,16-18,0
Chhattisgarh,2008,Foreigners,Under Trials,Male,18-30,0
Chhattisgarh,2008,Foreigners,Under Trials,Male,30-50,0
Chhattisgarh,2008,Foreigners,Under Trials,Male,50+,0
Chhattisgarh,2008,Indians,Convicts,Female,16-18,0
Chhattisgarh,2008,Indians,Convicts,Female,18-30,55
Chhattisgarh,2008,Indians,Convicts,Female,30-50,99
Chhattisgarh,2008,Indians,Convicts,Female,50+,40
Chhattisgarh,2008,Indians,Convicts,Male,16-18,0
Chhattisgarh,2008,Indians,Convicts,Male,18-30,1843
Chhattisgarh,2008,Indians,Convicts,Male,30-50,2266
Chhattisgarh,2008,Indians,Convicts,Male,50+,464
Chhattisgarh,2008,Indians,Under Trials,Female,16-18,0
Chhattisgarh,2008,Indians,Under Trials,Female,18-30,145
Chhattisgarh,2008,Indians,Under Trials,Female,30-50,118
Chhattisgarh,2008,Indians,Under Trials,Female,50+,39
Chhattisgarh,2008,Indians,Under Trials,Male,16-18,10
Chhattisgarh,2008,Indians,Under Trials,Male,18-30,3324
Chhattisgarh,2008,Indians,Under Trials,Male,30-50,2433
Chhattisgarh,2008,Indians,Under Trials,Male,50+,388
Chhattisgarh,2009,Foreigners,Convicts,Female,16-18,0
Chhattisgarh,2009,Foreigners,Convicts,Female,18-30,0
Chhattisgarh,2009,Foreigners,Convicts,Female,30-50,0
Chhattisgarh,2009,Foreigners,Convicts,Female,50+,0
Chhattisgarh,2009,Foreigners,Convicts,Male,16-18,0
Chhattisgarh,2009,Foreigners,Convicts,Male,18-30,0
Chhattisgarh,2009,Foreigners,Convicts,Male,30-50,0
Chhattisgarh,2009,Foreigners,Convicts,Male,50+,0
Chhattisgarh,2009,Foreigners,Under Trials,Female,16-18,0
Chhattisgarh,2009,Foreigners,Under Trials,Female,18-30,0
Chhattisgarh,2009,Foreigners,Under Trials,Female,30-50,0
Chhattisgarh,2009,Foreigners,Under Trials,Female,50+,0
Chhattisgarh,2009,Foreigners,Under Trials,Male,16-18,0
Chhattisgarh,2009,Foreigners,Under Trials,Male,18-30,0
Chhattisgarh,2009,Foreigners,Under Trials,Male,30-50,0
Chhattisgarh,2009,Foreigners,Under Trials,Male,50+,0
Chhattisgarh,2009,Indians,Convicts,Female,16-18,0
Chhattisgarh,2009,Indians,Convicts,Female,18-30,61
Chhattisgarh,2009,Indians,Convicts,Female,30-50,115
Chhattisgarh,2009,Indians,Convicts,Female,50+,41
Chhattisgarh,2009,Indians,Convicts,Male,16-18,0
Chhattisgarh,2009,Indians,Convicts,Male,18-30,1667
Chhattisgarh,2009,Indians,Convicts,Male,30-50,2401
Chhattisgarh,2009,Indians,Convicts,Male,50+,572
Chhattisgarh,2009,Indians,Under Trials,Female,16-18,0
Chhattisgarh,2009,Indians,Under Trials,Female,18-30,170
Chhattisgarh,2009,Indians,Under Trials,Female,30-50,146
Chhattisgarh,2009,Indians,Under Trials,Female,50+,43
Chhattisgarh,2009,Indians,Under Trials,Male,16-18,4
Chhattisgarh,2009,Indians,Under Trials,Male,18-30,4015
Chhattisgarh,2009,Indians,Under Trials,Male,30-50,2331
Chhattisgarh,2009,Indians,Under Trials,Male,50+,560
Chhattisgarh,2010,Foreigners,Convicts,Female,16-18,0
Chhattisgarh,2010,Foreigners,Convicts,Female,18-30,0
Chhattisgarh,2010,Foreigners,Convicts,Female,30-50,0
Chhattisgarh,2010,Foreigners,Convicts,Female,50+,0
Chhattisgarh,2010,Foreigners,Convicts,Male,16-18,0
Chhattisgarh,2010,Foreigners,Convicts,Male,18-30,0
Chhattisgarh,2010,Foreigners,Convicts,Male,30-50,0
Chhattisgarh,2010,Foreigners,Convicts,Male,50+,0
Chhattisgarh,2010,Foreigners,Under Trials,Female,16-18,0
Chhattisgarh,2010,Foreigners,Under Trials,Female,18-30,0
Chhattisgarh,2010,Foreigners,Under Trials,Female,30-50,0
Chhattisgarh,2010,Foreigners,Under Trials,Female,50+,0
Chhattisgarh,2010,Foreigners,Under Trials,Male,16-18,0
Chhattisgarh,2010,Foreigners,Under Trials,Male,18-30,0
Chhattisgarh,2010,Foreigners,Under Trials,Male,30-50,0
Chhattisgarh,2010,Foreigners,Under Trials,Male,50+,0
Chhattisgarh,2010,Indians,Convicts,Female,16-18,0
Chhattisgarh,2010,Indians,Convicts,Female,18-30,88
Chhattisgarh,2010,Indians,Convicts,Female,30-50,84
Chhattisgarh,2010,Indians,Convicts,Female,50+,37
Chhattisgarh,2010,Indians,Convicts,Male,16-18,0
Chhattisgarh,2010,Indians,Convicts,Male,18-30,1875
Chhattisgarh,2010,Indians,Convicts,Male,30-50,2314
Chhattisgarh,2010,Indians,Convicts,Male,50+,798
Chhattisgarh,2010,Indians,Under Trials,Female,16-18,4
Chhattisgarh,2010,Indians,Under Trials,Female,18-30,129
Chhattisgarh,2010,Indians,Under Trials,Female,30-50,168
Chhattisgarh,2010,Indians,Under Trials,Female,50+,74
Chhattisgarh,2010,Indians,Under Trials,Male,16-18,202
Chhattisgarh,2010,Indians,Under Trials,Male,18-30,3509
Chhattisgarh,2010,Indians,Under Trials,Male,30-50,2827
Chhattisgarh,2010,Indians,Under Trials,Male,50+,786
Chhattisgarh,2011,Foreigners,Convicts,Female,16-18,0
Chhattisgarh,2011,Foreigners,Convicts,Female,18-30,0
Chhattisgarh,2011,Foreigners,Convicts,Female,30-50,0
Chhattisgarh,2011,Foreigners,Convicts,Female,50+,0
Chhattisgarh,2011,Foreigners,Convicts,Male,16-18,0
Chhattisgarh,2011,Foreigners,Convicts,Male,18-30,0
Chhattisgarh,2011,Foreigners,Convicts,Male,30-50,0
Chhattisgarh,2011,Foreigners,Convicts,Male,50+,0
Chhattisgarh,2011,Foreigners,Under Trials,Female,16-18,0
Chhattisgarh,2011,Foreigners,Under Trials,Female,18-30,0
Chhattisgarh,2011,Foreigners,Under Trials,Female,30-50,1
Chhattisgarh,2011,Foreigners,Under Trials,Female,50+,0
Chhattisgarh,2011,Foreigners,Under Trials,Male,16-18,0
Chhattisgarh,2011,Foreigners,Under Trials,Male,18-30,0
Chhattisgarh,2011,Foreigners,Under Trials,Male,30-50,3
Chhattisgarh,2011,Foreigners,Under Trials,Male,50+,0
Chhattisgarh,2011,Indians,Convicts,Female,16-18,0
Chhattisgarh,2011,Indians,Convicts,Female,18-30,82
Chhattisgarh,2011,Indians,Convicts,Female,30-50,127
Chhattisgarh,2011,Indians,Convicts,Female,50+,33
Chhattisgarh,2011,Indians,Convicts,Male,16-18,0
Chhattisgarh,2011,Indians,Convicts,Male,18-30,1966
Chhattisgarh,2011,Indians,Convicts,Male,30-50,2541
Chhattisgarh,2011,Indians,Convicts,Male,50+,881
Chhattisgarh,2011,Indians,Under Trials,Female,16-18,0
Chhattisgarh,2011,Indians,Under Trials,Female,18-30,156
Chhattisgarh,2011,Indians,Under Trials,Female,30-50,176
Chhattisgarh,2011,Indians,Under Trials,Female,50+,59
Chhattisgarh,2011,Indians,Under Trials,Male,16-18,0
Chhattisgarh,2011,Indians,Under Trials,Male,18-30,4404
Chhattisgarh,2011,Indians,Under Trials,Male,30-50,2733
Chhattisgarh,2011,Indians,Under Trials,Male,50+,743
Chhattisgarh,2012,Foreigners,Convicts,Female,16-18,0
Chhattisgarh,2012,Foreigners,Convicts,Female,18-30,0
Chhattisgarh,2012,Foreigners,Convicts,Female,30-50,0
Chhattisgarh,2012,Foreigners,Convicts,Female,50+,0
Chhattisgarh,2012,Foreigners,Convicts,Male,16-18,0
Chhattisgarh,2012,Foreigners,Convicts,Male,18-30,0
Chhattisgarh,2012,Foreigners,Convicts,Male,30-50,3
Chhattisgarh,2012,Foreigners,Convicts,Male,50+,0
Chhattisgarh,2012,Foreigners,Under Trials,Female,16-18,0
Chhattisgarh,2012,Foreigners,Under Trials,Female,18-30,1
Chhattisgarh,2012,Foreigners,Under Trials,Female,30-50,0
Chhattisgarh,2012,Foreigners,Under Trials,Female,50+,1
Chhattisgarh,2012,Foreigners,Under Trials,Male,16-18,0
Chhattisgarh,2012,Foreigners,Under Trials,Male,18-30,0
Chhattisgarh,2012,Foreigners,Under Trials,Male,30-50,2
Chhattisgarh,2012,Foreigners,Under Trials,Male,50+,0
Chhattisgarh,2012,Indians,Convicts,Female,16-18,0
Chhattisgarh,2012,Indians,Convicts,Female,18-30,76
Chhattisgarh,2012,Indians,Convicts,Female,30-50,130
Chhattisgarh,2012,Indians,Convicts,Female,50+,38
Chhattisgarh,2012,Indians,Convicts,Male,16-18,0
Chhattisgarh,2012,Indians,Convicts,Male,18-30,2444
Chhattisgarh,2012,Indians,Convicts,Male,30-50,2407
Chhattisgarh,2012,Indians,Convicts,Male,50+,866
Chhattisgarh,2012,Indians,Under Trials,Female,16-18,0
Chhattisgarh,2012,Indians,Under Trials,Female,18-30,143
Chhattisgarh,2012,Indians,Under Trials,Female,30-50,218
Chhattisgarh,2012,Indians,Under Trials,Female,50+,92
Chhattisgarh,2012,Indians,Under Trials,Male,16-18,0
Chhattisgarh,2012,Indians,Under Trials,Male,18-30,4621
Chhattisgarh,2012,Indians,Under Trials,Male,30-50,2963
Chhattisgarh,2012,Indians,Under Trials,Male,50+,758
Chhattisgarh,2013,Foreigners,Convicts,Female,16-18,0
Chhattisgarh,2013,Foreigners,Convicts,Female,18-30,0
Chhattisgarh,2013,Foreigners,Convicts,Female,30-50,0
Chhattisgarh,2013,Foreigners,Convicts,Female,50+,0
Chhattisgarh,2013,Foreigners,Convicts,Male,16-18,0
Chhattisgarh,2013,Foreigners,Convicts,Male,18-30,0
Chhattisgarh,2013,Foreigners,Convicts,Male,30-50,0
Chhattisgarh,2013,Foreigners,Convicts,Male,50+,0
Chhattisgarh,2013,Foreigners,Under Trials,Female,16-18,0
Chhattisgarh,2013,Foreigners,Under Trials,Female,18-30,0
Chhattisgarh,2013,Foreigners,Under Trials,Female,30-50,0
Chhattisgarh,2013,Foreigners,Under Trials,Female,50+,0
Chhattisgarh,2013,Foreigners,Under Trials,Male,16-18,0
Chhattisgarh,2013,Foreigners,Under Trials,Male,18-30,0
Chhattisgarh,2013,Foreigners,Under Trials,Male,30-50,1
Chhattisgarh,2013,Foreigners,Under Trials,Male,50+,0
Chhattisgarh,2013,Indians,Convicts,Female,16-18,0
Chhattisgarh,2013,Indians,Convicts,Female,18-30,92
